num,svn_id,real_name,project_name,role_on_project,organization
2585,dwoods,Donald Woods,OpenJPA,NA,Oracle
1149,dwoods,Donald Woods,Apache BVal,PMC,IBM
1639,dwoods,Donald Woods,Apache OpenJPA,Committer,Oracle Corporation 
1654,dwoods,Donald Woods,Apache OpenJPA,PMC,Oracle Corporation 
172,dwoods,Donald Woods,Apache Bean Validation,PMC,IBM 
183,dwoods,Donald Woods,Apache Bean Validation,Committer,IBM 
341,dwoods,Donald Woods,Apache Geronimo,PMC,IBM
385,dwoods,Donald Woods,Apache Geronimo,Committer,IBM
1332,dwoods,Donald Woods,Apache Geronimo,Committer,IBM 
2244,dwoods,Donald Woods,Geronimo,NA,IBM
2443,dongc,Dong Chen,Hive,NA,Intel
84,cutting,Doug Cutting,Apache Avro,Committer,Cloudera
445,cutting,Doug Cutting,Apache Hadoop,PMC,Cloudera
483,cutting,Doug Cutting,Apache Hadoop,Committer,Cloudera
1063,cutting,Doug Cutting,Apache Avro,spec, java,Cloudera
1069,cutting,Doug Cutting,Apache Avro,Committer,Cloudera
2090,cutting,Doug Cutting,Avro,NA,Cloudera
2313,cutting,Doug Cutting,Hadoop,NA,Cloudera
1425,cutting,Doug Cutting,Apache Hadoop,PMC,Cloudera 
1474,cutting,Doug Cutting,Apache Hadoop,Committer,Cloudera 
997,drew,Drew Farris,Apache Accumulo,PMC,Booz Allen Hamilton
1002,drew,Drew Farris,Apache Accumulo,Committer,Booz Allen Hamilton
1882,drew,Drew Farris,Accumulo,NA,Booz Allen Hamilton
2102,dwoods,Donald Woods,BVal,NA,IBM
1009,edkohlwey,Ed Kohlwey,Apache Accumulo,Contributor,Booz Allen Hamilton
1889,edkohlwey,Ed Kohlwey,Accumulo,NA,Booz Allen Hamilton
6,edkohlwey,Ed Kohlwey,Apache Accumulo,Contributor,Booz Allen Hamilton
705,edelln,Edell Nolan,Apache ServiceMix,Committer,FuseSource
2670,enolan,Edell Nolan,ServiceMix,NA,FuseSource
1691,enolan,Edell Nolan,Apache ServiceMix,Committer,FuseSource 
2411,ecapriolo,Edward Capriolo,Hive,NA,m6d
1525,ecapriolo,Edward Capriolo,Apache Hive,PMC,m6d 
890,edwardyoon,Edward J. Yoon,Apache Hama,Committer,Oracle
891,edwardyoon,Edward J. Yoon,Apache Hama,PMC,Oracle
1187,edwardyoon,Edward J. Yoon,Apache Bigtop,committer,Oracle corporation 
448,eli,Eli Collins,Apache Hadoop,PMC,Cloudera
487,eli,Eli Collins,Apache Hadoop,Committer,Cloudera
2318,eli,Eli Collins,Hadoop,NA,Cloudera
1172,eli,Eli Collins,Apache Bigtop,committer,Cloudera 
1429,eli,Eli Collins,Apache Hadoop,PMC,Cloudera 
1478,eli,Eli Collins,Apache Hadoop,Committer,Cloudera 
2283,ereisman,Eli Reisman,Giraph,NA,LinkedIn
438,eclark,Elliott Clark,Apache Hbase,Committer,Cloudera
2381,eclark,Elliott Clark,HBase,NA,Facebook
1418,eclark,Elliott Clark,Apache HBase,Committer,Cloudera 
59,em0059,Emily Jiang,Apache Aries,PMC,IBM
1038,em1038,Emily Jiang,Apache Aries,PMC,IBM
2062,em2062,Emily Jiang,Aries,NA,IBM
254,ebourg,Emmanuel Bourg,Apache Commons CLI,Committer,Ariane Software
262,ebourg,Emmanuel Bourg,Apache Commons Configuration,Committer,Ariane Software
1252,ebourg,Emmanuel Bourg,Apache Commons CLI,Committer,Ariane Software
1260,ebourg,Emmanuel Bourg,Apache Commons Configuration,Java Developer,Ariane Software 
1268,ebourg,Emmanuel Bourg,Apache Commons Configuration,Committer,Ariane Software 
1792,elecharny,Emmanuel Lecharny,Apache Syncope,PMC member,The Apache Software Foundation
244,evenisse,Emmanuel Venisse,Apache Continuum,PMC Member,ASF
597,evenisse,Emmanuel Venisse,Apache Maven,PMC Member,ASF
2601,enis,Enis Soztutar,Phoenix,NA,Hortonworks
414,enis,Enis Soztutar,Apache Gora,Committer,Hortonworks
423,enis,Enis Soztutar,Apache Hbase,Committer,Hortonworks
449,enis,Enis Soztutar,Apache Hadoop,PMC,Hortonworks
488,enis,Enis Soztutar,Apache Hadoop,Committer,Hortonworks
1370,enis,Enis Soztutar,Apache Gora,Committer,Hortonworks
1384,enis,Enis Soztutar,Apache Gora,PMC,Hortonworks
2289,enis,Enis Soztutar,Gora,NA,Hortonworks
2319,enis,Enis Soztutar,Hadoop,NA,Hortonworks
2382,enis,Enis Soztutar,HBase,NA,Hortonworks
1400,enis,Enis Soztutar,Apache HBase,Committer,Hortonworks 
1430,enis,Enis Soztutar,Apache Hadoop,PMC,Hortonworks 
1479,enis,Enis Soztutar,Apache Hadoop,Committer,Hortonworks 
706,eglynn,Eoghan Glynn,Apache ServiceMix,Committer,FuseSource
2671,eglynn,Eoghan Glynn,ServiceMix,NA,FuseSource
1692,eglynn,Eoghan Glynn,Apache ServiceMix,Committer,FuseSource 
91,chinthaka,Eran Chinthaka,Apache Axiom,Committer,WSO2
116,chinthaka,Eran Chinthaka,Apache Axis,Committer,WSO2
773,chinthaka,Eran Chinthaka,Apache Synapse,Committer,WSO2
1077,chinthaka,Eran Chinthaka,Apache Axiom,Committer,WSO2
1103,chinthaka,Eran Chinthaka,Apache Axis2,Committer,WSO2
1768,chinthaka,Eran Chinthaka,Apache Synapse,Committer,WSO2
2731,chinthaka,Eran Chinthaka,Synapse,NA,WSO2
1024,skygo,Eric Barboni,Apache Archiva,Committer,ASF
2433,ehans,Eric Hanson,Hive,NA,Microsoft
1535,ehans,Eric Hanson,Apache Hive,Committer,Microsoft
260,epugh,Eric Pugh,Apache Commons Configuration,Committer,upstate.com
280,epugh,Eric Pugh,Apache Commons Email,Committer,OpenSource Connections
1258,epugh,Eric Pugh,Apache Commons Configuration,Java Developer,upstate.com 
1266,epugh,Eric Pugh,Apache Commons Configuration,Committer,upstate.com 
1283,epugh,Eric Pugh,Apache Commons Email,Committer,OpenSource Connections 
489,eyang,Eric Yang,Apache Hadoop,Committer,IBM
848,eyang,Eric Yang,Apache Ambari,Committer,IBM
849,eyang,Eric Yang,Apache Ambari,PMC,IBM
950,eyang,Eric Yang,Apache Ambari,PMC,IBM
1981,eyang,Eric Yang,Ambari,NA,IBM
2173,eyang,Eric Yang,Chukwa,NA,IBM
2320,eyang,Eric Yang,Hadoop,NA,IBM
1480,eyang,Eric Yang,Apache Hadoop,Committer,IBM 
2644,er2644,Erick Tryzelaar,Sentry,NA,Cloudera
2245,er2245,Erik B. Craig,Geronimo,NA,IBM
1333,er2246,Erik B. Craig,Apache Geronimo,Committer,IBM 
989,ehatcher,Erik Hatcher,Apache ANT,PMC,eHatcher Solutions, Inc
1982,eboyd,Erin A. Boyd,Ambari,NA,Red Hat
609,jtolentino,Ernesto Tolentino Jr.,Apache Maven,Emeritus,ASF
1951,eroma,Eroma Abeysinghe,Airavata,NA,Indiana University
549,eaf,Esteban Franqueiro,Apache Jackrabbit,Committer,BEA
2470,eaf,Esteban Franqueiro,Jackrabbit,NA,BEA
1564,eaf,Esteban Franqueiro,Apache Jackrabbit,Committer,BEA
2388,esteban,Esteban Gutierrez,HBase,NA,Cloudera
2434,ekoifman,Eugene Koifman,Hive,NA,Hortonworks
2281,ekoontz,Eugene Koontz,Giraph,NA,Trend Micro
2457,ev2457,Evans Ye,Ignite,NA,Trend Micro
895,fmartelli,Fabio Martelli,Apache Syncope,PMC,Tirasa
896,fmartelli,Fabio Martelli,Apache Syncope,Committer,Tirasa
2750,fmartelli,Fabio Martelli,Syncope,NA,Tirasa
1787,fmartelli,Fabio Martelli,Apache Syncope,PMC member,Tirasa 
156,fa0156,Farhaan Mohideen,Apache Axis,Contributor,Lanka Software Foundation
1143,fa1143,Farhaan Mohideen,Apache Axis2,Contributor,Lanka Software Foundation
641,fa0641,Fay Wang,Apache OpenJPA,Committer,IBM Corporation
2587,fa0642,Fay Wang,OpenJPA,NA,IBM
1640,fa0643,Fay Wang,Apache OpenJPA,Committer,IBM Corporation 
2063,fmeschbe,Felix Meschberger,Aries,NA,Adobe
551,fmeschbe,Felix Meschberger,Apache Jackrabbit,Committer,Adobe
2472,fmeschbe,Felix Meschberger,Jackrabbit,NA,Adobe
758,fmeschbe,Felix Meschberger,Apache Sling,Committer,Adobe
765,fmeschbe,Felix Meschberger,Apache Sling,PMC,Adobe
1566,fmeschbe,Felix Meschberger,Apache Jackrabbit,Committer,Adobe
1748,fmeschbe ,Felix Meschberger,Apache Sling,Java Developer,Adobe 
1759,fmeschbe ,Felix Meschberger,Apache Sling,PMC,Adobe 
2442,xuf,Ferdinand Xu,Hive,NA,Intel
415,ferdy,Ferdy Galema,Apache Gora,Committer,Kalooga
1371,ferdy,Ferdy Galema,Apache Gora,Committer,Kalooga
1385,ferdy,Ferdy Galema,Apache Gora,PMC,Kalooga
2159,fe2159,Fernando Ribeiro,Camel,NA,Red Hat
1585,fbalicchia,Filippo Balicchia,Apache Karaf,NA,Energeya
2097,fpj,Flavio Junqueira,Bookkeeper,NA,Microsoft
2586,fr2586,Francesco Chicchiricc,OpenJPA,NA,Tirasa
240,ilgrosso,Francesco Chicchiricc,Apache Cocoon,PMC,Tirasa
241,ilgrosso,Francesco Chicchiricc,Apache Cocoon,Committer,Tirasa
894,ilgrosso,Francesco Chicchiricc,Apache Syncope,PMC Chair,Tirasa
897,ilgrosso,Francesco Chicchiricc,Apache Syncope,Committer,Tirasa
2749,ilgrosso,Francesco Chicchiricc,Syncope,NA,Tirasa
1786,ilgrosso,Francesco Chicchiricc,Apache Syncope,PMC chair,Tirasa 
2473,frm,Francesco Mari,Jackrabbit,NA,Adobe
880,toffer,Francis Christopher Liu,Apache HCatalog,Committer,Yahoo!
881,toffer,Francis Christopher Liu,Apache HCatalog,PPMC,Yahoo!
1549,toffer,Francis Christopher Liu,Apache Hive,Committer,Yahoo!
686,fr0686,Frank Barnaby,Apache River,Emeritus Committer,Sun Microsystems
808,frankscholten,Frank Scholten,Apache Whirr,Committer,Orange11
1846,frankscholten,Frank Scholten,Apache Whirr,committer,Orange11
2136,forsthofer,Franz Forsthofer,Camel,NA,SAP
683,fr0683,Fred Oliver,Apache River,Emeritus Committer,Sun Microsystems
707,ffang,Freeman Fang,Apache ServiceMix,Committer,FuseSource
729,ffang,Freeman Fang,Apache ServiceMix,PMC,FuseSource
1218,ffang,Freeman Fang,Apache Camel,Committer,Red Hat
2137,ffang,Freeman Fang,Camel,NA,Red Hat
2497,ffang,Freeman Fang,Karaf,NA,JBoss
2672,ffang,Freeman Fang,ServiceMix,NA,FuseSource
203,ffang,Freeman Fang,Apache Camel,Committer,FuseSource 
572,ffang,Freeman Fang,Apache Karaf,Committer,FuseSource
585,ffang,Freeman Fang,Apache Karaf,PMC,FuseSource
1590,ffang,Freeman Fang,Apache Karaf,NA,FuseSource
1693,ffang,Freeman Fang,Apache ServiceMix,Committer,FuseSource 
1716,ffang,Freeman Fang,Apache ServiceMix,PMC,FuseSource 
266,ga0266,Gabriele Garuglieri,Apache Commons Configuration,Contributor,Infoblu S.p.A
1272,ga1272,Gabriele Garuglieri,Apache Commons Configuration,Contributor,Infoblu S.p.A
2545,gcrawford,Gabrielle Crawford,MyFaces,NA,Oracle
2435,gangtimliu,Gang Tim Liu,Hive,NA,Facebook
1536,gangtimliu,Gang Tim Liu,Apache Hive,Committer,Facebook
327,ggregory,Gary Gregory,Apache Commons Pool,Committer,Apache Software Foundation
424,garyh,Gary Helmling,Apache Hbase,Committer,Twitter
2383,garyh,Gary Helmling,HBase,NA,Facebook
18,gtully,Gary Tully,ActiveMQ,Committer,Fuse Source
923,gtully,Gary Tully,Apache ActiveMQ,Committer,Fuse Source
1219,gtully,Gary Tully,Apache Camel,Committer,Red Hat
1914,gtully,Gary Tully,ActiveMQ,NA,Red Hat
2138,gtully,Gary Tully,Camel,NA,Red Hat
204,gtully,Gary Tully,Apache Camel,Committer,FuseSource 
151,ga0151,Gayan Asanka,Apache Axis,Contributor,Lanka Software Foundation
1138,ga1138,Gayan Asanka,Apache Axis2,Contributor,Lanka Software Foundation
342,ge0342,Geir Magnusson Jr.,Apache Geronimo,PMC,IBM
386,ge0386,Geir Magnusson Jr.,Apache Geronimo,Committer,IBM
629,ge0629,Geir Magnusson Jr.,Apache OpenJPA,PMC,Gilt Groupe
642,ge0642,Geir Magnusson Jr.,Apache OpenJPA,Committer,Gilt Groupe
1641,ge1641,Geir Magnusson Jr.,Apache OpenJPA,Committer,Gilt Groupe
1655,ge1655,Geir Magnusson Jr.,Apache OpenJPA,PMC,Gilt Groupe
2246,ge2246,Geir Magnusson Jr.,Geronimo,NA,Intel
2588,ge2588,Geir Magnusson Jr.,OpenJPA,NA,Gilt Groupe
162,geirm,Geir Magnusson Jr.,Apache Velocity,PMC Member,Independent (DVSL Maven)
167,geirm,Geir Magnusson Jr.,Apache Velocity,Committer,Independent (DVSL Maven)
295,geirm,Geir Magnusson Jr.,Apache Commons JEXL,Committer,independent
975,geirm,Geir Magnusson Jr.,Apache Velocity Anakia,PMC Member,Independent (DVSL Maven)
980,geirm,Geir Magnusson Jr.,Apache Velocity Anakia,Java developer,Independent (DVSL Maven)
985,geirm,Geir Magnusson Jr.,Apache Velocity Anakia,Committer,Independent (DVSL Maven)
1296,geirm,Geir Magnusson Jr.,Apache Commons JEXL,Committer,independent
1303,geirm,Geir Magnusson Jr.,Apache Commons Jelly,Committer,Adeptra, Inc.
1334,geirm,Geir Magnusson Jr.,Apache Geronimo,Committer,Intel 
1833,geirm,Geir Magnusson Jr.,Apache Velocity,PMC Member,Independent (DVSL Maven) 
1838,geirm,Geir Magnusson Jr.,Apache Velocity,Java developer,Independent (DVSL Maven) 
301,geirm,Geir Magnusson Jr.,Apache Commons Jelly,Committer,Adeptra, Inc.
2321,gera,Gera Shegalov,Hadoop,NA,Twitter
1150,gpetracek,Gerhard Petracek,Apache BVal,PMC,IRIAN Solutions GmbH
173,gpetracek,Gerhard Petracek,Apache Bean Validation,PMC,IRIAN Solutions GmbH 
184,gpetracek,Gerhard Petracek,Apache Bean Validation,Committer,IRIAN Solutions GmbH 
708,gertv,Gert Vanthienen,Apache ServiceMix,Committer,anova
730,gertv,Gert Vanthienen,Apache ServiceMix,PMC,anova
1220,gertv,Gert Vanthienen,Apache Camel,Committer,Red Hat
2139,gertv,Gert Vanthienen,Camel,NA,Red Hat
2506,gertv,Gert Vanthienen,Karaf,NA,JBoss
2673,gertv,Gert Vanthienen,ServiceMix,NA,anova
205,gertv,Gert Vanthienen,Apache Camel,Committer,FuseSource 
581,gertv,Gert Vanthienen,Apache Karaf,Committer,FuseSource
592,gertv,Gert Vanthienen,Apache Karaf,PMC,FuseSource
1600,gertv,Gert Vanthienen,Apache Karaf,NA,FuseSource
1694,gertv,Gert Vanthienen,Apache ServiceMix,Committer,anova 
1717,gertv,Gert Vanthienen,Apache ServiceMix,PMC,anova 
2761,giacomolm,Giacomo Lamonaco,Syncope,NA,Tirasa
745,gi0745,Gianfranco Boccalon,Apache ServiceMix,Contributor,Engineering Ingegneria Informa
2696,gi0746,Gianfranco Boccalon,ServiceMix,NA,Engineering Ingegneria Informa
1732,gi0747,Gianfranco Boccalon,Apache ServiceMix,Contributor,Engineering Ingegneria Informa
343,gi0343,Gianny D'Amour,Apache Geronimo,PMC,Intel
387,gi0344,Gianny D'Amour,Apache Geronimo,Committer,Intel
2028,gkesavan,Giridharan Kesavan,Ambari,NA,Hortonworks
450,gkesavan,Giridharan Kesavan,Apache Hadoop,PMC,Hortonworks
490,gkesavan,Giridharan Kesavan,Apache Hadoop,Committer,Hortonworks
659,gkesavan,Giridharan Kesavan,Apache Pig,PMC member, Release,HortonWorks
672,gkesavan,Giridharan Kesavan,Apache Pig,Committer,HortonWorks
2322,gkesavan,Giridharan Kesavan,Hadoop,NA,Hortonworks
2612,gkesavan,Giridharan Kesavan,Pig,NA,HortonWorks
2785,gkesavan,Giridharan Kesavan,Zookeeper,NA,Hortonworks
1431,gkesavan,Giridharan Kesavan,Apache Hadoop,PMC,Hortonworks 
1481,gkesavan,Giridharan Kesavan,Apache Hadoop,Committer,Hortonworks 
1664,gkesavan,Giridharan Kesavan,Apache PIG,PMC member,HortonWorks 
2561,totaro,Giuseppe Totaro,Nutch,NA,NASA JPL
92,gdaniels,Glen Daniels,Apache Axiom,Committer,Sonic Software
117,gdaniels,Glen Daniels,Apache Axis,Committer,Sonic Software
775,gdaniels,Glen Daniels,Apache Synapse,Committer,WSO2
1078,gdaniels,Glen Daniels,Apache Axiom,Committer,Sonic Software
1104,gdaniels,Glen Daniels,Apache Axis2,Committer,Sonic Software
1770,gdaniels,Glen Daniels,Apache Synapse,Committer,WSO2
2733,gdaniels,Glen Daniels,Synapse,NA,WSO2
37,gl0037,Glen Klyuzner,ActiveMQ,Contributor,Tullib
1195,gl0038,Glen Klyuzner,Apache Camel,Contributor,Tullib
1934,gl0039,Glen Klyuzner,ActiveMQ,NA,Tullib
2160,gl0040,Glen Klyuzner,Camel,NA,Tullib
224,gl0041,Glen Klyuzner,Apache Camel,Contributor,Tullib 
1612,gcapan,Gokhan Capan,Apache Mahout,Committer,Dilisim 
2412,gopalv,Gopal Vijayaraghavan,Hive,NA,Hortonworks
2103,Gerhard Petracek,gpetracek,BVal,NA,IRIAN Solutions GmbH
746,gr0746,Gregoire A. Autric,Apache ServiceMix,Contributor,Capgemini France
2697,gr0747,Gregoire A. Autric,ServiceMix,NA,Capgemini France
1733,gr0748,Gregoire A. Autric,Apache ServiceMix,Contributor,Capgemini France
2174,grace.huang,Grace Huang,Chukwa,NA,Intel
60,gr0060,Graham Charters,Apache Aries,PMC,IBM
1039,gr0061,Graham Charters,Apache Aries,PMC,IBM
2064,gr0062,Graham Charters,Aries,NA,IBM
1847,graham.gear,Graham Gear,Apache Whirr,committer,Cloudera
842,gturrell,Graham Turrell,Apache Woden,Committer,IBM
1871,gturrell,Graham Turrell,Apache Woden,Committer,IBM 
1603,gsingers,Grant Ingersoll,Apache Mahout,PMC Chair,LucidWorks 
2645,gr2645,Greg Chanan,Sentry,NA,Cloudera
754,gr0754,Greg Lucas,Apache ServiceMix,Contributor,Progress
2704,gr0755,Greg Lucas,ServiceMix,NA,Progress
1740,gr0756,Greg Lucas,Apache ServiceMix,Contributor,Progress
681,gr0681,Greg Trasuk,Apache River,Committer,StratusCom Manufacturing Syste
2638,gr0682,Greg Trasuk,River,NA,StratusCom Manufacturing Syste
1673,gr0683,Greg Trasuk,Apache River,Committer,StratusCom Manufacturing Syste
372,gregw,Greg Wilkins,Apache Geronimo,Committer,IBM
2247,gregw,Greg Wilkins,Geronimo,NA,Mortbay
19,gregw,Greg Wilkins,ActiveMQ,Committer,MortBay
709,gregw,Greg Wilkins,Apache ServiceMix,Committer,MortBay
924,gregw,Greg Wilkins,Apache ActiveMQ,Committer,MortBay
1915,gregw,Greg Wilkins,ActiveMQ,NA,MortBay
2674,gregw,Greg Wilkins,ServiceMix,NA,MortBay
1335,gregw,Greg Wilkins,Apache Geronimo,Committer,Mortbay 
1695,gregw,Greg Wilkins,Apache ServiceMix,Committer,MortBay 
425,gchanan,Gregory Chanan,Apache Hbase,Committer,Cloudera
2384,gchanan,Gregory Chanan,HBase,NA,Cloudera
1401,gchanan,Gregory Chanan,Apache HBase,Committer,Cloudera 
2759,gwimmel,Guido Wimmel,Syncope,NA,Stadtwerke MÌ_nchen Services Gm
1803,gu1803,Guido Wimmel,Apache Syncope,Contributor,Stadtwerke MÌ_nchen Services Gm
20,gnodet,Guillaume Nodet,ActiveMQ,Committer,Fuse Source
617,gnodet,Guillaume Nodet,Apache ODE,PMC,Iona
621,gnodet,Guillaume Nodet,Apache ODE,Committer,Iona
710,gnodet,Guillaume Nodet,Apache ServiceMix,Committer,FuseSource
731,gnodet,Guillaume Nodet,Apache ServiceMix,PMC,FuseSource
925,gnodet,Guillaume Nodet,Apache ActiveMQ,Committer,Fuse Source
1221,gnodet,Guillaume Nodet,Apache Camel,Committer,Red Hat
1916,gnodet,Guillaume Nodet,ActiveMQ,NA,Red Hat
2140,gnodet,Guillaume Nodet,Camel,NA,Red Hat
2502,gnodet,Guillaume Nodet,Karaf,NA,JBoss
2675,gnodet,Guillaume Nodet,ServiceMix,NA,FuseSource
61,gu0061,Guillaume Nodet,Apache Aries,PMC,Progress
1040,gu1040,Guillaume Nodet,Apache Aries,PMC,Progress
2065,gu2065,Guillaume Nodet,Aries,NA,Progress
2248,gu2248,Guillaume Nodet,Geronimo,NA,IONA
206,gnodet,Guillaume Nodet,Apache Camel,Committer,FuseSource 
577,gnodet,Guillaume Nodet,Apache Karaf,Committer,FuseSource
590,gnodet,Guillaume Nodet,Apache Karaf,PMC,FuseSource
1596,gnodet,Guillaume Nodet,Apache Karaf,NA,FuseSource
1624,gnodet,Guillaume Nodet,Apache ODE,PMC,Iona 
1628,gnodet,Guillaume Nodet,Apache ODE,Developer,Iona 
1696,gnodet,Guillaume Nodet,Apache ServiceMix,Committer,FuseSource 
1718,gnodet,Guillaume Nodet,Apache ServiceMix,PMC,FuseSource 
1336,gu1336,Guillaume Nodet,Apache Geronimo,Committer,IONA 
2413,gunther,Gunther Hagleitner,Hive,NA,Hortonworks
1537,gunther,Gunther Hagleitner,Apache Hive,Committer,Hortonworks
2718,gwenshap,Gwen Shapira,Sqoop,NA,Cloudera
21,hadrian,Hadrian Zbarcea,ActiveMQ,Committer,Talend
926,hadrian,Hadrian Zbarcea,Apache ActiveMQ,Committer,Talend
1222,hadrian,Hadrian Zbarcea,Apache Camel,Committer,Talend
1917,hadrian,Hadrian Zbarcea,ActiveMQ,NA,Talend
2141,hadrian,Hadrian Zbarcea,Camel,NA,Talend
207,hadrian,Hadrian Zbarcea,Apache Camel,Committer,Talend 
373,ha0373,Hai Hong Xu,Apache Geronimo,Committer,Mortbay
1337,ha1337,Hai Hong Xu,Apache Geronimo,Committer,IBM 
2249,ha2249,Hai Hong Xu,Geronimo,NA,IBM
451,hairong,Hairong Kuang,Apache Hadoop,PMC,Facebook
492,hairong,Hairong Kuang,Apache Hadoop,Committer,Facebook
2325,hairong,Hairong Kuang,Hadoop,NA,Facebook
1432,hairong,Hairong Kuang,Apache Hadoop,PMC,Facebook 
1483,hairong,Hairong Kuang,Apache Hadoop,Committer,Facebook 
38,ha0038,Hakan Guleryuz,ActiveMQ,Contributor,ASPone
1196,ha0039,Hakan Guleryuz,Apache Camel,Contributor,ASPone
1935,ha0040,Hakan Guleryuz,ActiveMQ,NA,ASPone
2161,ha0041,Hakan Guleryuz,Camel,NA,ASPone
225,ha0042,Hakan Guleryuz,Apache Camel,Contributor,ASPone 
2646,ha2646,Hao Hao,Sentry,NA,Cloudera
2444,harisankar,Hari Sankar Sivarama Subramaniyan,Hive,NA,Hortonworks
2224,hshreedharan,Hari Shreedharan,Flume,NA,Cloudera
2719,hshreedharan,Hari Shreedharan,Sqoop,NA,Cloudera
2421,rhbutani,Harish Butani,Hive,NA,Hortonworks
1543,rhbutani,Harish Butani,Apache Hive,Committer,Hortonworks
493,harsh,Harsh Chouraria,Apache Hadoop,Committer,Cloudera
2326,harsh,Harsh Chouraria,Hadoop,NA,Cloudera
2575,harsh,Harsh Chouraria,Oozie,NA,Cloudera
1484,harsh,Harsh J,Apache Hadoop,Committer,Cloudera 
2549,hazems,Hazem Saleh,MyFaces,NA,IBM
531,he yongqiang,He Yongqiang,Apache Hive,Committer,Facebook
2507,hkesler,Heath Kesler,Karaf,NA,Savoir Technologies
582,hkesler,Heath Kesler,Apache Karaf,Committer,Savoir Technologies
1601,hkesler,Heath Kesler,Apache Karaf,NA,Savoir Technologies
643,he0643,Heath Thomann,Apache OpenJPA,Committer,IBM Corporation
2589,he2589,Heath Thomann,OpenJPA,NA,IBM
1642,he1642,Heath Thomann,Apache OpenJPA,Committer,IBM Corporation 
1161,he1161,Helder Magalhaes,Apache Batik,Committer,Efacec
644,he0644,Helen Xu,Apache OpenJPA,Committer,IBM Corporation
1643,he1643,Helen Xu,Apache OpenJPA,Committer,IBM Corporation 
2590,he2590,Helen Xu,OpenJPA,NA,IBM
164,henning,Henning P. Schmiedehausen,Apache Velocity,PMC Member,The Henning Schmiedehausen Org
169,henning,Henning P. Schmiedehausen,Apache Velocity,Committer,The Henning Schmiedehausen Org
814,henning,Henning P. Schmiedehausen,Apache Turbine,Emeritus PMC Member,INTERMETA - Gesellschaft fÌ_r M
977,henning,Henning P. Schmiedehausen,Apache Velocity Anakia,PMC Member,The Henning Schmiedehausen Org
982,henning,Henning P. Schmiedehausen,Apache Velocity Anakia,Java developer,The Henning Schmiedehausen Org
987,henning,Henning P. Schmiedehausen,Apache Velocity Anakia,Committer,The Henning Schmiedehausen Org
1830,henning,Henning P. Schmiedehausen,Apache Turbine,PMC Emeritus,INTERMETA - Gesellschaft fÌ_r M
1835,henning,Henning P. Schmiedehausen,Apache Velocity,PMC Member,The Henning Schmiedehausen Org
1840,henning,Henning P. Schmiedehausen,Apache Velocity,Java developer,The Henning Schmiedehausen Org
2225,henry,Henry Robinson,Flume,NA,Cloudera
2783,henry,Henry Robinson,Zookeeper,NA,Cloudera
1223,hekonsek,Henryk Konsek,Apache Camel,Committer,Red Hat
2142,hekonsek,Henryk Konsek,Camel,NA,Red Hat
344,he0344,Hernan Cunico,Apache Geronimo,PMC,IONA
388,he0388,Hernan Cunico,Apache Geronimo,Committer,IONA
598,hboutemy,HervÌ© Boutemy,Apache Maven,PMC Member,ASF
790,heshan,Heshan Suriyaarachchi,Apache Synapse,Committer,WSO2
1785,heshan,Heshan Suriyaarachchi,Apache Synapse,Committer,WSO2
2748,heshan,Heshan Suriyaarachchi,Synapse,NA,WSO2
2188,Humberto Hernandez,hhernandez,Db,NA,Integrated Technology S.C.
22,chirino,Hiram Chirino,ActiveMQ,Committer,Fuse Source
711,chirino,Hiram Chirino,Apache ServiceMix,Committer,FuseSource
732,chirino,Hiram Chirino,Apache ServiceMix,PMC,FuseSource
927,chirino,Hiram Chirino,Apache ActiveMQ,Committer,Fuse Source
1224,chirino,Hiram Chirino,Apache Camel,Committer,Red Hat
1918,chirino,Hiram Chirino,ActiveMQ,NA,Red Hat
2143,chirino,Hiram Chirino,Camel,NA,Red Hat
2495,chirino,Hiram Chirino,Karaf,NA,JBoss
2676,chirino,Hiram Chirino,ServiceMix,NA,FuseSource
62,hi0062,Hiram Chirino,Apache Aries,PMC,Progress
1041,hi1041,Hiram Chirino,Apache Aries,PMC,Progress
2066,hi2066,Hiram Chirino,Aries,NA,Progress
2250,hi2250,Hiram Chirino,Geronimo,NA,IONA
208,chirino,Hiram Chirino,Apache Camel,Committer,FuseSource 
570,chirino,Hiram Chirino,Apache Karaf,Committer,FuseSource
1587,chirino,Hiram Chirino,Apache Karaf,NA,FuseSource
1697,chirino,Hiram Chirino,Apache ServiceMix,Committer,FuseSource 
1719,chirino,Hiram Chirino,Apache ServiceMix,PMC,FuseSource 
1338,hi1338,Hiram Chirino,Apache Geronimo,Committer,IONA 
788,hiranya,Hiranya Jayathilaka,Apache Synapse,Committer,WSO2
1783,hiranya,Hiranya Jayathilaka,Apache Synapse,Committer,WSO2
2746,hiranya,Hiranya Jayathilaka,Synapse,NA,WSO2
491,hitesh,Hitesh Shah,Apache Hadoop,Committer,Hortonworks
850,hitesh,Hitesh Shah,Apache Ambari,Committer,Hortonworks
851,hitesh,Hitesh Shah,Apache Ambari,PMC,Hortonworks
951,hitesh,Hitesh Shah,Apache Ambari,PMC,Hortonworks
1983,hitesh,Hitesh Shah,Ambari,NA,Hortonworks
2324,hitesh,Hitesh Shah,Hadoop,NA,Hortonworks
1433,hitesh,Hitesh Shah,Apache Hadoop,PMC,Hortonworks 
1482,hitesh,Hitesh Shah,Apache Hadoop,Committer,Hortonworks 
